Count_cell_all,Count_cell_final,FileName_PM,FileName_TOTAL,FileName_nucleus,FileName_nucleus_cell_final_outline,FileName_score_bw,ImageNumber,ImageQuality_PowerLogLogSlope_nucleus,Intensity_MedianIntensity_PM_bgCorr_bgMask,Intensity_MedianIntensity_TOTAL_bgCorr_bgMask,Mean_cell_final_Intensity_IntegratedIntensity_PM_bgCorr_intraimage,Mean_cell_final_Intensity_IntegratedIntensity_TOTAL_bgCorr_intraimage,Mean_cell_final_Math_cytoplasmAbundance,Mean_cell_final_Math_ratio,Mean_nucleus_final_AreaShape_Area,Mean_nucleus_final_AreaShape_Center_X,Mean_nucleus_final_AreaShape_Center_Y,Mean_nucleus_final_AreaShape_Compactness,Mean_nucleus_final_AreaShape_Eccentricity,Mean_nucleus_final_AreaShape_EulerNumber,Mean_nucleus_final_AreaShape_Extent,Mean_nucleus_final_AreaShape_FormFactor,Mean_nucleus_final_AreaShape_MajorAxisLength,Mean_nucleus_final_AreaShape_MaxFeretDiameter,Mean_nucleus_final_AreaShape_MaximumRadius,Mean_nucleus_final_AreaShape_MeanRadius,Mean_nucleus_final_AreaShape_MedianRadius,Mean_nucleus_final_AreaShape_MinFeretDiameter,Mean_nucleus_final_AreaShape_MinorAxisLength,Mean_nucleus_final_AreaShape_Orientation,Mean_nucleus_final_AreaShape_Perimeter,Mean_nucleus_final_AreaShape_Solidity,Median_cell_final_Intensity_IntegratedIntensity_PM_bgCorr_intraimage,Median_cell_final_Intensity_IntegratedIntensity_TOTAL_bgCorr_intraimage,Median_cell_final_Math_cytoplasmAbundance,Median_cell_final_Math_ratio,Metadata_Channel,Metadata_FileLocation,Metadata_gene,Metadata_imageBaseName,Metadata_pathBase,Metadata_plateName,Metadata_platePath,Metadata_plateRepl,Metadata_posNum,Metadata_posPath,Metadata_siRNA,Metadata_wellNum,Metadata_wellPath,PathName_PM,PathName_TOTAL,PathName_nucleus,PathName_nucleus_cell_final_outline,Treatment
250,92,myplate_01--GSK3A--539--W167--P01--PM.tif,myplate_01--GSK3A--539--W167--P01--TOTAL.tif,myplate_01--GSK3A--539--W167--P01--DNA.tif,myplate_01--GSK3A--539--W167--P01--outlines.tif,myplate_01--GSK3A--539--W167--P01--score.tif,167,-1.75655312928,0.000219653593376,0.000107659958303,8.12718649687,24.9743657567,1,0.513138546112,1271.54347826,629.630434783,483.565217391,1.03710428638,0.549948480024,1,0.75760637304,0.865072204176,44.4706231989,44.4238628895,17.5252276006,6.60921733161,5.91109824979,35.2512440319,35.9338484016,-0.80238617011,134.690586957,0.959295040311,7.21738775354,16.760242342,1,0.448996285309,NA,NA,GSK3A,myplate_01--GSK3A--539--W167--P01,C:\tutorial,myplate,myplate_01,1,1,P01--GSK3A--539,539,167,W167--GSK3A--539,C:\tutorial\myplate_01\W167--GSK3A--539\P01--GSK3A--539,C:\tutorial\myplate_01\W167--GSK3A--539\P01--GSK3A--539,C:\tutorial\myplate_01\W167--GSK3A--539\P01--GSK3A--539,C:\tutorial\myplate_01--cellprofiler\W167--GSK3A--539\P01--GSK3A--539,GSK3A_539
255,115,myplate_01--TOP2B--265--W168--P01--PM.tif,myplate_01--TOP2B--265--W168--P01--TOTAL.tif,myplate_01--TOP2B--265--W168--P01--DNA.tif,myplate_01--TOP2B--265--W168--P01--outlines.tif,myplate_01--TOP2B--265--W168--P01--score.tif,168,-1.77379907406,0.000143358483911,7.71419145167e-05,10.5053479675,20.5454626972,1,0.640067302003,1326.0173913,684.669565217,505.591304348,1.03469705433,0.536270100166,1,0.753544672109,0.861611205637,45.1433055576,45.0622487822,17.9084304465,6.71789761029,5.99089408568,36.2720405894,36.8119230754,-2.25327687538,137.910834783,0.95790851495,9.09086752916,15.9834745526,1,0.572759653832,NA,NA,TOP2B,myplate_01--TOP2B--265--W168--P01,C:\tutorial,myplate,myplate_01,1,1,P01--TOP2B--265,265,168,W168--TOP2B--265,C:\tutorial\myplate_01\W168--TOP2B--265\P01--TOP2B--265,C:\tutorial\myplate_01\W168--TOP2B--265\P01--TOP2B--265,C:\tutorial\myplate_01\W168--TOP2B--265\P01--TOP2B--265,C:\tutorial\myplate_01--cellprofiler\W168--TOP2B--265\P01--TOP2B--265,TOP2B_265
193,87,myplate_01--FLT1--650--W169--P01--PM.tif,myplate_01--FLT1--650--W169--P01--TOTAL.tif,myplate_01--FLT1--650--W169--P01--DNA.tif,myplate_01--FLT1--650--W169--P01--outlines.tif,myplate_01--FLT1--650--W169--P01--score.tif,169,-1.75073362438,0.000295948702842,0.000229732133448,10.3223838072,21.2179421427,1,0.711266309999,1360.74712644,642.011494253,460.218390805,1.03354363062,0.542591605394,1,0.747871090177,0.862820400809,45.8190924028,45.9299320782,18.3376956644,6.87240733279,6.12023798002,36.8725881516,37.4989192247,8.53873067294,139.841402299,0.95987341056,9.124193436,14.6489818008,1,0.730389433623,NA,NA,FLT1,myplate_01--FLT1--650--W169--P01,C:\tutorial,myplate,myplate_01,1,1,P01--FLT1--650,650,169,W169--FLT1--650,C:\tutorial\myplate_01\W169--FLT1--650\P01--FLT1--650,C:\tutorial\myplate_01\W169--FLT1--650\P01--FLT1--650,C:\tutorial\myplate_01\W169--FLT1--650\P01--FLT1--650,C:\tutorial\myplate_01--cellprofiler\W169--FLT1--650\P01--FLT1--650,FLT1_650
257,98,myplate_01--INCENP--404--W170--P01--PM.tif,myplate_01--INCENP--404--W170--P01--TOTAL.tif,myplate_01--INCENP--404--W170--P01--DNA.tif,myplate_01--INCENP--404--W170--P01--outlines.tif,myplate_01--INCENP--404--W170--P01--score.tif,170,-1.70781618526,0.000234912615269,0.000199214089662,11.9758843438,23.2119879582,1,0.667129031423,1398.75510204,645.37755102,473.755102041,1.03502046493,0.531524431511,1,0.745138377611,0.860181037948,46.3192977177,46.3654643302,18.4345891081,6.9038669635,6.15499423128,37.2349387472,37.9142719089,1.45914738467,141.493653061,0.958382246557,10.096169835,15.3084537068,1,0.659199904935,NA,NA,INCENP,myplate_01--INCENP--404--W170--P01,C:\tutorial,myplate,myplate_01,1,1,P01--INCENP--404,404,170,W170--INCENP--404,C:\tutorial\myplate_01\W170--INCENP--404\P01--INCENP--404,C:\tutorial\myplate_01\W170--INCENP--404\P01--INCENP--404,C:\tutorial\myplate_01\W170--INCENP--404\P01--INCENP--404,C:\tutorial\myplate_01--cellprofiler\W170--INCENP--404\P01--INCENP--404,INCENP_404
283,130,myplate_01--DEC1--468--W171--P01--PM.tif,myplate_01--DEC1--468--W171--P01--TOTAL.tif,myplate_01--DEC1--468--W171--P01--DNA.tif,myplate_01--DEC1--468--W171--P01--outlines.tif,myplate_01--DEC1--468--W171--P01--score.tif,3,-1.6970380012,0.000280689680949,0.000260250177234,11.0265589065,18.8897167188,1,0.750900300137,1246.66923077,699.3,473.353846154,1.03969380544,0.560123869613,1,0.748903293278,0.84692509831,44.1130052986,44.055757207,17.2783368276,6.51956612529,5.80023870394,34.9526048312,35.5444170237,-0.213881122284,134.6286,0.955686767896,9.66546896636,14.7046541129,1,0.65840040986,NA,NA,DEC1,myplate_01--DEC1--468--W171--P01,C:\tutorial,myplate,myplate_01,1,1,P01--DEC1--468,468,171,W171--DEC1--468,C:\tutorial\myplate_01\W171--DEC1--468\P01--DEC1--468,C:\tutorial\myplate_01\W171--DEC1--468\P01--DEC1--468,C:\tutorial\myplate_01\W171--DEC1--468\P01--DEC1--468,C:\tutorial\myplate_01--cellprofiler\W171--DEC1--468\P01--DEC1--468,DEC1_468
140,60,myplate_01--LIF--276--W172--P01--PM.tif,myplate_01--LIF--276--W172--P01--TOTAL.tif,myplate_01--LIF--276--W172--P01--DNA.tif,myplate_01--LIF--276--W172--P01--outlines.tif,myplate_01--LIF--276--W172--P01--score.tif,172,-1.85973052623,0.000295948702842,0.000244991155341,11.9896605727,22.9692995326,1,0.684236025614,1388.18333333,702.183333333,453.666666667,1.03444019645,0.517665759394,1,0.751563503676,0.857033949166,46.0186620772,46.0850851405,18.3997550987,6.8811274283,6.11641961678,37.3981870921,38.052556383,4.65181454274,141.638066667,0.956874346928,10.8141149965,17.3057377494,1,0.677079241432,NA,NA,LIF,myplate_01--LIF--276--W172--P01,C:\tutorial,myplate,myplate_01,1,1,P01--LIF--276,276,172,W172--LIF--276,C:\tutorial\myplate_01\W172--LIF--276\P01--LIF--276,C:\tutorial\myplate_01\W172--LIF--276\P01--LIF--276,C:\tutorial\myplate_01\W172--LIF--276\P01--LIF--276,C:\tutorial\myplate_01--cellprofiler\W172--LIF--276\P01--LIF--276,LIF_276
181,77,myplate_01--JUN--285--W173--P01--PM.tif,myplate_01--JUN--285--W173--P01--TOTAL.tif,myplate_01--JUN--285--W173--P01--DNA.tif,myplate_01--JUN--285--W173--P01--outlines.tif,myplate_01--JUN--285--W173--P01--score.tif,173,-1.79441263548,0.000311207724735,0.000260250177234,9.41953524492,21.6203966983,1,0.563124519417,1268.31168831,818.87012987,507.558441558,1.03489569414,0.532126860187,1,0.754612654095,0.853648622867,44.0310219572,44.0236310048,17.4329535826,6.56025194447,5.84019488364,35.6310222601,36.3026651902,-9.34177346317,135.933428571,0.955567948696,7.43279182585,16.4052491882,1,0.510796419495,NA,NA,JUN,myplate_01--JUN--285--W173--P01,C:\tutorial,myplate,myplate_01,1,1,P01--JUN--285,285,173,W173--JUN--285,C:\tutorial\myplate_01\W173--JUN--285\P01--JUN--285,C:\tutorial\myplate_01\W173--JUN--285\P01--JUN--285,C:\tutorial\myplate_01\W173--JUN--285\P01--JUN--285,C:\tutorial\myplate_01--cellprofiler\W173--JUN--285\P01--JUN--285,JUN_285
271,108,myplate_01--TPP2--504--W174--P01--PM.tif,myplate_01--TPP2--504--W174--P01--TOTAL.tif,myplate_01--TPP2--504--W174--P01--DNA.tif,myplate_01--TPP2--504--W174--P01--outlines.tif,myplate_01--TPP2--504--W174--P01--score.tif,174,-1.69020446195,0.000326466746628,0.0003365452867,7.00977210412,19.1317061172,1,0.477749873612,1258.09259259,651.490740741,543.62962963,1.03045770115,0.519425852418,1,0.755992883739,0.874285094847,43.6612080148,43.4700371767,17.7786120639,6.63861380002,5.90566898801,35.5858633827,36.2190643819,-6.97678947531,133.2,0.960338687788,6.03160157613,13.3118182677,1,0.484745305851,NA,NA,TPP2,myplate_01--TPP2--504--W174--P01,C:\tutorial,myplate,myplate_01,1,1,P01--TPP2--504,504,174,W174--TPP2--504,C:\tutorial\myplate_01\W174--TPP2--504\P01--TPP2--504,C:\tutorial\myplate_01\W174--TPP2--504\P01--TPP2--504,C:\tutorial\myplate_01\W174--TPP2--504\P01--TPP2--504,C:\tutorial\myplate_01--cellprofiler\W174--TPP2--504\P01--TPP2--504,TPP2_504
176,71,myplate_01--IL6--244--W175--P01--PM.tif,myplate_01--IL6--244--W175--P01--TOTAL.tif,myplate_01--IL6--244--W175--P01--DNA.tif,myplate_01--IL6--244--W175--P01--outlines.tif,myplate_01--IL6--244--W175--P01--score.tif,175,-1.76927287547,0.000372243812308,0.000290768221021,5.36644452474,19.5884643113,1,0.385229234101,1431.28169014,724.802816901,576.352112676,1.04319278651,0.564827362924,1,0.755044411971,0.84419900471,47.4124144041,47.4208070385,18.3043276453,6.89225839763,6.13464862565,37.3280505373,37.9511495694,3.12157297943,145.255802817,0.954003802225,4.60556974402,14.6326238685,1,0.332928076409,NA,NA,IL6,myplate_01--IL6--244--W175--P01,C:\tutorial,myplate,myplate_01,1,1,P01--IL6--244,244,175,W175--IL6--244,C:\tutorial\myplate_01\W175--IL6--244\P01--IL6--244,C:\tutorial\myplate_01\W175--IL6--244\P01--IL6--244,C:\tutorial\myplate_01\W175--IL6--244\P01--IL6--244,C:\tutorial\myplate_01--cellprofiler\W175--IL6--244\P01--IL6--244,IL6_244
244,95,myplate_01--RICTOR--497--W176--P01--PM.tif,myplate_01--RICTOR--497--W176--P01--TOTAL.tif,myplate_01--RICTOR--497--W176--P01--DNA.tif,myplate_01--RICTOR--497--W176--P01--outlines.tif,myplate_01--RICTOR--497--W176--P01--score.tif,176,-1.83244874593,0.000341725768521,0.000275509199128,6.35461588487,19.0861641525,1,0.477936567059,1287.96842105,619.136842105,472.842105263,1.02625251231,0.523766145815,1,0.762958278795,0.87575123371,44.1371739115,44.0144318718,18.037612882,6.74426089606,5.98564246434,36.1409201904,36.7787565442,6.12222120094,135.187831579,0.961164734599,6.27054242324,12.9677117867,1,0.466526945353,NA,NA,RICTOR,myplate_01--RICTOR--497--W176--P01,C:\tutorial,myplate,myplate_01,1,1,P01--RICTOR--497,497,176,W176--RICTOR--497,C:\tutorial\myplate_01\W176--RICTOR--497\P01--RICTOR--497,C:\tutorial\myplate_01\W176--RICTOR--497\P01--RICTOR--497,C:\tutorial\myplate_01\W176--RICTOR--497\P01--RICTOR--497,C:\tutorial\myplate_01--cellprofiler\W176--RICTOR--497\P01--RICTOR--497,RICTOR_497
204,80,myplate_01--empty--empty--W177--P01--PM.tif,myplate_01--empty--empty--W177--P01--TOTAL.tif,myplate_01--empty--empty--W177--P01--DNA.tif,myplate_01--empty--empty--W177--P01--outlines.tif,myplate_01--empty--empty--W177--P01--score.tif,177,-1.7527417461,0.000173876527697,0.000122918980196,8.42143270996,20.0775378447,1,0.58960267606,1287.0125,577.55,528.8875,1.02676440145,0.516593764081,1,0.757281466302,0.875575387312,43.9284695025,43.7951765643,17.9943474111,6.72920158619,5.98223900601,35.9263643834,36.7167466765,-12.3448475608,134.52045,0.962064952442,7.25317794667,12.9276342079,1,0.623999115286,NA,NA,empty,myplate_01--empty--empty--W177--P01,C:\tutorial,myplate,myplate_01,1,1,P01--empty--empty,empty,177,W177--empty--empty,C:\tutorial\myplate_01\W177--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W177--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W177--empty--empty\P01--empty--empty,C:\tutorial\myplate_01--cellprofiler\W177--empty--empty\P01--empty--empty,empty_empty
218,86,myplate_01--empty--empty--W178--P01--PM.tif,myplate_01--empty--empty--W178--P01--TOTAL.tif,myplate_01--empty--empty--W178--P01--DNA.tif,myplate_01--empty--empty--W178--P01--outlines.tif,myplate_01--empty--empty--W178--P01--score.tif,178,-1.76581410118,0.000143358483911,0.000107659958303,8.25489550816,20.1427667965,1,0.569009343253,1347.36046512,587.953488372,468.290697674,1.0334220118,0.546449514501,1,0.754285518579,0.863866099208,45.485077363,45.5378700106,18.1804815539,6.8115245397,6.07937521216,36.4691948991,37.1424764764,-0.534625097808,138.660418605,0.960476880042,7.64622734138,14.3364764354,1,0.553712674187,NA,NA,empty,myplate_01--empty--empty--W178--P01,C:\tutorial,myplate,myplate_01,1,1,P01--empty--empty,empty,178,W178--empty--empty,C:\tutorial\myplate_01\W178--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W178--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W178--empty--empty\P01--empty--empty,C:\tutorial\myplate_01--cellprofiler\W178--empty--empty\P01--empty--empty,empty_empty
226,90,myplate_01--TSHR--676--W179--P01--PM.tif,myplate_01--TSHR--676--W179--P01--TOTAL.tif,myplate_01--TSHR--676--W179--P01--DNA.tif,myplate_01--TSHR--676--W179--P01--outlines.tif,myplate_01--TSHR--676--W179--P01--score.tif,4,-1.79490242606,0.000326466746628,0.000229732133448,9.239802395,21.4112315404,1,0.599164442407,1301.41111111,735.266666667,546.088888889,1.03597262744,0.543912075269,1,0.7478744139,0.860840526339,44.915659155,44.8656556978,17.8457577489,6.69885746967,5.95968006359,36.0207738806,36.6469907587,-7.60209825672,136.964022222,0.959111903319,8.42504017986,16.0816818888,1,0.585064692316,NA,NA,TSHR,myplate_01--TSHR--676--W179--P01,C:\tutorial,myplate,myplate_01,1,1,P01--TSHR--676,676,179,W179--TSHR--676,C:\tutorial\myplate_01\W179--TSHR--676\P01--TSHR--676,C:\tutorial\myplate_01\W179--TSHR--676\P01--TSHR--676,C:\tutorial\myplate_01\W179--TSHR--676\P01--TSHR--676,C:\tutorial\myplate_01--cellprofiler\W179--TSHR--676\P01--TSHR--676,TSHR_676
224,92,myplate_01--APTX--139--W180--P01--PM.tif,myplate_01--APTX--139--W180--P01--TOTAL.tif,myplate_01--APTX--139--W180--P01--DNA.tif,myplate_01--APTX--139--W180--P01--outlines.tif,myplate_01--APTX--139--W180--P01--score.tif,180,-1.77253217141,0.000311207724735,0.000244991155341,10.3949191435,19.8471881807,1,0.737583446178,1296.89130435,705.576086957,494.684782609,1.03326449498,0.526069969351,1,0.754141157251,0.862621880673,44.6529504783,44.7248802392,17.8749208524,6.70011208127,5.95082016814,36.0176251599,36.7656327899,0.595905928926,136.700673913,0.958081205607,10.3212252001,13.7691083979,1,0.785066533578,NA,NA,APTX,myplate_01--APTX--139--W180--P01,C:\tutorial,myplate,myplate_01,1,1,P01--APTX--139,139,180,W180--APTX--139,C:\tutorial\myplate_01\W180--APTX--139\P01--APTX--139,C:\tutorial\myplate_01\W180--APTX--139\P01--APTX--139,C:\tutorial\myplate_01\W180--APTX--139\P01--APTX--139,C:\tutorial\myplate_01--cellprofiler\W180--APTX--139\P01--APTX--139,APTX_139
193,74,myplate_01--COPB2--803--W181--P01--PM.tif,myplate_01--COPB2--803--W181--P01--TOTAL.tif,myplate_01--COPB2--803--W181--P01--DNA.tif,myplate_01--COPB2--803--W181--P01--outlines.tif,myplate_01--COPB2--803--W181--P01--score.tif,181,-1.78767532306,0.000387502834201,0.000275509199128,13.4647785031,17.7431143053,1,0.85325640435,1436.52702703,771.351351351,481.851351351,1.02550165046,0.506812687171,1,0.757640309113,0.872700174116,46.3057793363,46.2886077102,18.9734090293,7.05746325481,6.26270195745,38.1493830611,38.8685247649,-4.4192090918,142.588405405,0.961434822414,11.2084764086,13.1146714883,1,0.868542479302,NA,NA,COPB2,myplate_01--COPB2--803--W181--P01,C:\tutorial,myplate,myplate_01,1,1,P01--COPB2--803,803,181,W181--COPB2--803,C:\tutorial\myplate_01\W181--COPB2--803\P01--COPB2--803,C:\tutorial\myplate_01\W181--COPB2--803\P01--COPB2--803,C:\tutorial\myplate_01\W181--COPB2--803\P01--COPB2--803,C:\tutorial\myplate_01--cellprofiler\W181--COPB2--803\P01--COPB2--803,COPB2_803
287,112,myplate_01--HDAC3--518--W182--P01--PM.tif,myplate_01--HDAC3--518--W182--P01--TOTAL.tif,myplate_01--HDAC3--518--W182--P01--DNA.tif,myplate_01--HDAC3--518--W182--P01--outlines.tif,myplate_01--HDAC3--518--W182--P01--score.tif,182,-1.69370725644,0.000280689680949,0.000214473111555,10.650824244,18.1514993078,1,0.775189621367,1260.60714286,670.660714286,461.392857143,1.03415340372,0.535722255296,1,0.756751256953,0.863752914287,43.9760618449,43.8088490374,17.538355644,6.58948254747,5.84888174281,35.5040134703,36.1026214892,-2.60524976221,134.481107143,0.957364591347,10.9330129867,13.9695354379,1,0.724505412122,NA,NA,HDAC3,myplate_01--HDAC3--518--W182--P01,C:\tutorial,myplate,myplate_01,1,1,P01--HDAC3--518,518,182,W182--HDAC3--518,C:\tutorial\myplate_01\W182--HDAC3--518\P01--HDAC3--518,C:\tutorial\myplate_01\W182--HDAC3--518\P01--HDAC3--518,C:\tutorial\myplate_01\W182--HDAC3--518\P01--HDAC3--518,C:\tutorial\myplate_01--cellprofiler\W182--HDAC3--518\P01--HDAC3--518,HDAC3_518
195,76,myplate_01--KRT14--2050--W183--P01--PM.tif,myplate_01--KRT14--2050--W183--P01--TOTAL.tif,myplate_01--KRT14--2050--W183--P01--DNA.tif,myplate_01--KRT14--2050--W183--P01--outlines.tif,myplate_01--KRT14--2050--W183--P01--score.tif,183,-1.75223612648,0.000204394571483,0.000183955067769,13.1642360813,20.7636705376,1,0.778714926068,1303.32894737,609.131578947,447.434210526,1.03441519761,0.521336584897,1,0.743511742041,0.859218368597,44.6416793549,44.7386346215,17.8398725893,6.69963435583,5.95685299205,35.9273229874,36.7742222471,-4.19251280058,136.806315789,0.958056221351,11.2793392984,14.9467386808,1,0.767592006947,NA,NA,KRT14,myplate_01--KRT14--2050--W183--P01,C:\tutorial,myplate,myplate_01,1,1,P01--KRT14--2050,2050,183,W183--KRT14--2050,C:\tutorial\myplate_01\W183--KRT14--2050\P01--KRT14--2050,C:\tutorial\myplate_01\W183--KRT14--2050\P01--KRT14--2050,C:\tutorial\myplate_01\W183--KRT14--2050\P01--KRT14--2050,C:\tutorial\myplate_01--cellprofiler\W183--KRT14--2050\P01--KRT14--2050,KRT14_2050
237,93,myplate_01--ARNTL--305--W184--P01--PM.tif,myplate_01--ARNTL--305--W184--P01--TOTAL.tif,myplate_01--ARNTL--305--W184--P01--DNA.tif,myplate_01--ARNTL--305--W184--P01--outlines.tif,myplate_01--ARNTL--305--W184--P01--score.tif,184,-1.71308174236,0.000326466746628,0.000290768221021,11.6902218612,18.3017182296,1,0.765584585174,1305.27956989,733.946236559,562.043010753,1.03567626576,0.553433544745,1,0.754084865781,0.859002025893,44.9774785873,44.9535239993,17.7493032387,6.68110213493,5.94420593431,35.8809793283,36.5230665582,-8.78376252844,137.118043011,0.957376512849,10.0593883176,15.0395210069,1,0.723643132007,NA,NA,ARNTL,myplate_01--ARNTL--305--W184--P01,C:\tutorial,myplate,myplate_01,1,1,P01--ARNTL--305,305,184,W184--ARNTL--305,C:\tutorial\myplate_01\W184--ARNTL--305\P01--ARNTL--305,C:\tutorial\myplate_01\W184--ARNTL--305\P01--ARNTL--305,C:\tutorial\myplate_01\W184--ARNTL--305\P01--ARNTL--305,C:\tutorial\myplate_01--cellprofiler\W184--ARNTL--305\P01--ARNTL--305,ARNTL_305
181,87,myplate_01--COPZ1--908--W185--P01--PM.tif,myplate_01--COPZ1--908--W185--P01--TOTAL.tif,myplate_01--COPZ1--908--W185--P01--DNA.tif,myplate_01--COPZ1--908--W185--P01--outlines.tif,myplate_01--COPZ1--908--W185--P01--score.tif,185,-1.81117086469,0.000265430659056,0.000199214089662,8.39822006011,24.1584604932,1,0.487606199511,1310.28735632,588.724137931,500.827586207,1.03172554679,0.528414743327,1,0.760818374952,0.865964287627,44.6855299223,44.6705779964,18.0722190382,6.73444762113,5.98734113233,36.3720006812,36.9828815105,-10.0455575288,137.12154023,0.958557872844,7.60053424351,16.6112461076,1,0.533215357667,NA,NA,COPZ1,myplate_01--COPZ1--908--W185--P01,C:\tutorial,myplate,myplate_01,1,1,P01--COPZ1--908,908,185,W185--COPZ1--908,C:\tutorial\myplate_01\W185--COPZ1--908\P01--COPZ1--908,C:\tutorial\myplate_01\W185--COPZ1--908\P01--COPZ1--908,C:\tutorial\myplate_01\W185--COPZ1--908\P01--COPZ1--908,C:\tutorial\myplate_01--cellprofiler\W185--COPZ1--908\P01--COPZ1--908,COPZ1_908
241,103,myplate_01--CD28--741--W186--P01--PM.tif,myplate_01--CD28--741--W186--P01--TOTAL.tif,myplate_01--CD28--741--W186--P01--DNA.tif,myplate_01--CD28--741--W186--P01--outlines.tif,myplate_01--CD28--741--W186--P01--score.tif,186,-1.73433232668,0.000250171637163,0.000107659958303,7.86609729815,19.6926164219,1,0.515134099098,1267.81553398,586.029126214,506.291262136,1.0285694187,0.522841619562,1,0.754876297585,0.868717631446,43.7750462391,43.6948395329,17.7431828761,6.64072660511,5.88282919299,35.6983703634,36.3766569441,-7.35261948506,134.301067961,0.959107644465,6.77624200401,14.1705957726,1,0.49072806575,NA,NA,CD28,myplate_01--CD28--741--W186--P01,C:\tutorial,myplate,myplate_01,1,1,P01--CD28--741,741,186,W186--CD28--741,C:\tutorial\myplate_01\W186--CD28--741\P01--CD28--741,C:\tutorial\myplate_01\W186--CD28--741\P01--CD28--741,C:\tutorial\myplate_01\W186--CD28--741\P01--CD28--741,C:\tutorial\myplate_01--cellprofiler\W186--CD28--741\P01--CD28--741,CD28_741
252,71,myplate_01--EPOR--167--W187--P01--PM.tif,myplate_01--EPOR--167--W187--P01--TOTAL.tif,myplate_01--EPOR--167--W187--P01--DNA.tif,myplate_01--EPOR--167--W187--P01--outlines.tif,myplate_01--EPOR--167--W187--P01--score.tif,187,-1.8773772861,0.000402761856094,0.000290768221021,4.38665791989,18.8993540016,1,0.329316163128,1394.15492958,722.422535211,517.535211268,1.040913401,0.561397318584,1,0.749640076229,0.8437355307,46.4781365634,46.6440965007,18.0107751429,6.78480120149,6.0289086761,37.153661871,37.5750363984,1.18064592974,143.132985915,0.954123992212,4.35307872761,12.6757001486,1,0.34384581266,NA,NA,EPOR,myplate_01--EPOR--167--W187--P01,C:\tutorial,myplate,myplate_01,1,1,P01--EPOR--167,167,187,W187--EPOR--167,C:\tutorial\myplate_01\W187--EPOR--167\P01--EPOR--167,C:\tutorial\myplate_01\W187--EPOR--167\P01--EPOR--167,C:\tutorial\myplate_01\W187--EPOR--167\P01--EPOR--167,C:\tutorial\myplate_01--cellprofiler\W187--EPOR--167\P01--EPOR--167,EPOR_167
254,119,myplate_01--PDGFRB--866--W188--P01--PM.tif,myplate_01--PDGFRB--866--W188--P01--TOTAL.tif,myplate_01--PDGFRB--866--W188--P01--DNA.tif,myplate_01--PDGFRB--866--W188--P01--outlines.tif,myplate_01--PDGFRB--866--W188--P01--score.tif,188,-1.70799222764,0.000250171637163,0.000183955067769,6.1944584296,18.4657939788,1,0.424003224091,1273.92436975,699.915966387,477.907563025,1.03110221797,0.531412372976,1,0.756708107686,0.862757871677,44.1072290613,44.0589703575,17.7116001666,6.64253809462,5.91380904446,35.736363762,36.3450814885,-0.195495341342,135.144890756,0.958006638079,5.33986434992,14.1761049135,1,0.414865841215,NA,NA,PDGFRB,myplate_01--PDGFRB--866--W188--P01,C:\tutorial,myplate,myplate_01,1,1,P01--PDGFRB--866,866,188,W188--PDGFRB--866,C:\tutorial\myplate_01\W188--PDGFRB--866\P01--PDGFRB--866,C:\tutorial\myplate_01\W188--PDGFRB--866\P01--PDGFRB--866,C:\tutorial\myplate_01\W188--PDGFRB--866\P01--PDGFRB--866,C:\tutorial\myplate_01--cellprofiler\W188--PDGFRB--866\P01--PDGFRB--866,PDGFRB_866
247,91,myplate_01--ELN--658--W189--P01--PM.tif,myplate_01--ELN--658--W189--P01--TOTAL.tif,myplate_01--ELN--658--W189--P01--DNA.tif,myplate_01--ELN--658--W189--P01--outlines.tif,myplate_01--ELN--658--W189--P01--score.tif,189,-1.68851846343,0.000341725768521,0.000290768221021,8.82466268522,19.2048773027,1,0.597492097007,1337.45054945,622.043956044,454.208791209,1.03131318951,0.515027564583,1,0.754515443233,0.866355352395,45.0925971121,45.2418767484,18.2274672114,6.8038989965,6.05108097224,36.7186623287,37.4625229505,4.54938091124,138.551384615,0.958899162648,8.43230336509,14.1633937573,1,0.613120137162,NA,NA,ELN,myplate_01--ELN--658--W189--P01,C:\tutorial,myplate,myplate_01,1,1,P01--ELN--658,658,189,W189--ELN--658,C:\tutorial\myplate_01\W189--ELN--658\P01--ELN--658,C:\tutorial\myplate_01\W189--ELN--658\P01--ELN--658,C:\tutorial\myplate_01\W189--ELN--658\P01--ELN--658,C:\tutorial\myplate_01--cellprofiler\W189--ELN--658\P01--ELN--658,ELN_658
